days_to_election,state,countyfips,gender,age,race,party_affiliation,partisanship,voted_previous_pres,ballots_requested,ballots_returned
28,NE,31055,Female,30-39,Asian,No Party Affiliation,Total,Total,0,2
28,NE,31055,Female,30-39,Asian,Republican,Total,Total,1,0
28,NE,31055,Female,30-39,Black,Democrat,Total,Total,10,24
28,NE,31055,Female,30-39,Black,No Party Affiliation,Total,Total,5,4
28,NE,31055,Female,30-39,Black,Other/Unknown,Total,Total,4,2
28,NE,31055,Female,30-39,Black,Republican,Total,Total,1,2
28,NE,31055,Female,30-39,Caucasian,Democrat,Total,Total,104,197
28,NE,31055,Female,30-39,Caucasian,No Party Affiliation,Total,Total,41,82
28,NE,31055,Female,30-39,Caucasian,Other/Unknown,Total,Total,2,2
28,NE,31055,Female,30-39,Caucasian,Republican,Total,Total,53,49
28,NE,31055,Female,30-39,Hispanic,Democrat,Total,Total,8,11
28,NE,31055,Female,30-39,Hispanic,No Party Affiliation,Total,Total,5,3
28,NE,31055,Female,30-39,Hispanic,Other/Unknown,Total,Total,1,0
28,NE,31055,Female,30-39,Hispanic,Republican,Total,Total,1,1
28,NE,31055,Female,30-39,Other,Democrat,Total,Total,2,2
28,NE,31055,Female,30-39,Other,No Party Affiliation,Total,Total,1,1
28,NE,31055,Female,40-49,Asian,Democrat,Total,Total,4,2
28,NE,31055,Female,40-49,Asian,No Party Affiliation,Total,Total,2,1
28,NE,31055,Female,40-49,Asian,Republican,Total,Total,1,0
28,NE,31055,Female,40-49,Black,Democrat,Total,Total,14,33
28,NE,31055,Female,40-49,Black,No Party Affiliation,Total,Total,4,4
28,NE,31055,Female,40-49,Black,Republican,Total,Total,5,5
28,NE,31055,Female,40-49,Caucasian,Democrat,Total,Total,74,221
28,NE,31055,Female,40-49,Caucasian,No Party Affiliation,Total,Total,30,73
28,NE,31055,Female,40-49,Caucasian,Other/Unknown,Total,Total,3,4
28,NE,31055,Female,40-49,Caucasian,Republican,Total,Total,53,86
28,NE,31055,Female,40-49,Hispanic,Democrat,Total,Total,6,8
28,NE,31055,Female,40-49,Hispanic,No Party Affiliation,Total,Total,4,1
28,NE,31055,Female,40-49,Hispanic,Republican,Total,Total,4,2
28,NE,31055,Female,40-49,Other,Democrat,Total,Total,1,1
28,NE,31055,Female,40-49,Other,No Party Affiliation,Total,Total,0,1
28,NE,31055,Female,40-49,Other,Republican,Total,Total,0,1
28,NE,31055,Female,50-64,Asian,Democrat,Total,Total,0,6
28,NE,31055,Female,50-64,Asian,No Party Affiliation,Total,Total,0,2
28,NE,31055,Female,50-64,Asian,Republican,Total,Total,1,1
28,NE,31055,Female,50-64,Black,Democrat,Total,Total,21,90
28,NE,31055,Female,50-64,Black,No Party Affiliation,Total,Total,2,7
28,NE,31055,Female,50-64,Black,Other/Unknown,Total,Total,0,1
28,NE,31055,Female,50-64,Black,Republican,Total,Total,5,9
28,NE,31055,Female,50-64,Caucasian,Democrat,Total,Total,121,446
28,NE,31055,Female,50-64,Caucasian,No Party Affiliation,Total,Total,65,124
28,NE,31055,Female,50-64,Caucasian,Other/Unknown,Total,Total,5,6
28,NE,31055,Female,50-64,Caucasian,Republican,Total,Total,162,289
28,NE,31055,Female,50-64,Hispanic,Democrat,Total,Total,2,14
28,NE,31055,Female,50-64,Hispanic,No Party Affiliation,Total,Total,0,2
28,NE,31055,Female,50-64,Hispanic,Other/Unknown,Total,Total,1,0
28,NE,31055,Female,50-64,Hispanic,Republican,Total,Total,2,7
28,NE,31055,Female,50-64,Other,Democrat,Total,Total,2,3
28,NE,31055,Female,65+,Asian,Democrat,Total,Total,0,2
28,NE,31055,Female,65+,Asian,No Party Affiliation,Total,Total,0,2
28,NE,31055,Female,65+,Asian,Other/Unknown,Total,Total,1,1
28,NE,31055,Female,65+,Asian,Republican,Total,Total,0,1
28,NE,31055,Female,65+,Black,Democrat,Total,Total,14,87
28,NE,31055,Female,65+,Black,No Party Affiliation,Total,Total,3,14
28,NE,31055,Female,65+,Black,Other/Unknown,Total,Total,0,2
28,NE,31055,Female,65+,Black,Republican,Total,Total,4,26
28,NE,31055,Female,65+,Caucasian,Democrat,Total,Total,98,783
28,NE,31055,Female,65+,Caucasian,No Party Affiliation,Total,Total,36,195
28,NE,31055,Female,65+,Caucasian,Other/Unknown,Total,Total,10,6
28,NE,31055,Female,65+,Caucasian,Republican,Total,Total,142,564
28,NE,31055,Female,65+,Hispanic,Democrat,Total,Total,4,20
28,NE,31055,Female,65+,Hispanic,No Party Affiliation,Total,Total,3,2
28,NE,31055,Female,65+,Hispanic,Republican,Total,Total,2,3
28,NE,31055,Female,65+,Other,Democrat,Total,Total,2,5
28,NE,31055,Female,65+,Other,No Party Affiliation,Total,Total,0,2
28,NE,31055,Female,65+,Other,Republican,Total,Total,1,3
28,NE,31055,Female,Unknown,Black,Other/Unknown,Total,Total,2,0
28,NE,31055,Female,Unknown,Caucasian,Other/Unknown,Total,Total,1,0
28,NE,31055,Male,18-21,Asian,Democrat,Total,Total,2,1
28,NE,31055,Male,18-21,Black,Democrat,Total,Total,2,2
28,NE,31055,Male,18-21,Black,Other/Unknown,Total,Total,1,0
28,NE,31055,Male,18-21,Black,Republican,Total,Total,2,2
28,NE,31055,Male,18-21,Caucasian,Democrat,Total,Total,14,31
28,NE,31055,Male,18-21,Caucasian,No Party Affiliation,Total,Total,13,17
28,NE,31055,Male,18-21,Caucasian,Other/Unknown,Total,Total,1,1
28,NE,31055,Male,18-21,Caucasian,Republican,Total,Total,23,18
28,NE,31055,Male,18-21,Hispanic,Democrat,Total,Total,2,1
28,NE,31055,Male,18-21,Hispanic,No Party Affiliation,Total,Total,1,0
28,NE,31055,Male,18-21,Hispanic,Republican,Total,Total,1,0
28,NE,31055,Male,22-29,Asian,Democrat,Total,Total,0,1
28,NE,31055,Male,22-29,Asian,No Party Affiliation,Total,Total,1,0
28,NE,31055,Male,22-29,Asian,Republican,Total,Total,0,1
28,NE,31055,Male,22-29,Black,Democrat,Total,Total,4,13
28,NE,31055,Male,22-29,Black,No Party Affiliation,Total,Total,9,3
28,NE,31055,Male,22-29,Black,Other/Unknown,Total,Total,1,0
28,NE,31055,Male,22-29,Black,Republican,Total,Total,3,3
28,NE,31055,Male,22-29,Caucasian,Democrat,Total,Total,49,79
28,NE,31055,Male,22-29,Caucasian,No Party Affiliation,Total,Total,41,32
28,NE,31055,Male,22-29,Caucasian,Other/Unknown,Total,Total,1,5
28,NE,31055,Male,22-29,Caucasian,Republican,Total,Total,30,35
28,NE,31055,Male,22-29,Hispanic,Democrat,Total,Total,2,4
28,NE,31055,Male,22-29,Hispanic,No Party Affiliation,Total,Total,3,2
28,NE,31055,Male,22-29,Hispanic,Republican,Total,Total,1,0
28,NE,31055,Male,22-29,Other,Democrat,Total,Total,0,1
28,NE,31055,Male,22-29,Other,Republican,Total,Total,0,1
28,NE,31055,Male,30-39,Asian,Democrat,Total,Total,1,3
28,NE,31055,Male,30-39,Asian,No Party Affiliation,Total,Total,3,0
28,NE,31055,Male,30-39,Asian,Republican,Total,Total,0,2
28,NE,31055,Male,30-39,Black,Democrat,Total,Total,12,14
28,NE,31055,Male,30-39,Black,No Party Affiliation,Total,Total,8,5
28,NE,31055,Male,30-39,Black,Other/Unknown,Total,Total,2,1
28,NE,31055,Male,30-39,Black,Republican,Total,Total,0,3
28,NE,31055,Male,30-39,Caucasian,Democrat,Total,Total,72,186
28,NE,31055,Male,30-39,Caucasian,No Party Affiliation,Total,Total,59,78
28,NE,31055,Male,30-39,Caucasian,Other/Unknown,Total,Total,6,6
28,NE,31055,Male,30-39,Caucasian,Republican,Total,Total,46,46
28,NE,31055,Male,30-39,Hispanic,Democrat,Total,Total,0,3
28,NE,31055,Male,30-39,Hispanic,No Party Affiliation,Total,Total,3,1
28,NE,31055,Male,30-39,Hispanic,Republican,Total,Total,1,2
28,NE,31055,Male,30-39,Other,Democrat,Total,Total,1,0
28,NE,31055,Male,30-39,Other,No Party Affiliation,Total,Total,0,2
28,NE,31055,Male,40-49,Asian,Democrat,Total,Total,0,2
28,NE,31055,Male,40-49,Asian,Republican,Total,Total,3,1
28,NE,31055,Male,40-49,Black,Democrat,Total,Total,10,26
28,NE,31055,Male,40-49,Black,No Party Affiliation,Total,Total,2,4
28,NE,31055,Male,40-49,Black,Republican,Total,Total,1,3
28,NE,31055,Male,40-49,Caucasian,Democrat,Total,Total,55,149
28,NE,31055,Male,40-49,Caucasian,No Party Affiliation,Total,Total,33,71
28,NE,31055,Male,40-49,Caucasian,Other/Unknown,Total,Total,9,10
28,NE,31055,Male,40-49,Caucasian,Republican,Total,Total,53,83
28,NE,31055,Male,40-49,Hispanic,Democrat,Total,Total,2,4
28,NE,31055,Male,40-49,Hispanic,No Party Affiliation,Total,Total,3,6
28,NE,31055,Male,40-49,Hispanic,Republican,Total,Total,3,2
28,NE,31055,Male,50-64,Asian,Democrat,Total,Total,1,4
28,NE,31055,Male,50-64,Asian,No Party Affiliation,Total,Total,1,2
28,NE,31055,Male,50-64,Asian,Republican,Total,Total,1,2
28,NE,31055,Male,50-64,Black,Democrat,Total,Total,23,42
28,NE,31055,Male,50-64,Black,No Party Affiliation,Total,Total,0,9
28,NE,31055,Male,50-64,Black,Other/Unknown,Total,Total,3,2
28,NE,31055,Male,50-64,Black,Republican,Total,Total,6,16
28,NE,31055,Male,50-64,Caucasian,Democrat,Total,Total,60,294
28,NE,31055,Male,50-64,Caucasian,No Party Affiliation,Total,Total,49,127
28,NE,31055,Male,50-64,Caucasian,Other/Unknown,Total,Total,10,5
28,NE,31055,Male,50-64,Caucasian,Republican,Total,Total,164,276
28,NE,31055,Male,50-64,Hispanic,Democrat,Total,Total,5,12
28,NE,31055,Male,50-64,Hispanic,No Party Affiliation,Total,Total,3,6
28,NE,31055,Male,50-64,Hispanic,Republican,Total,Total,1,4
28,NE,31055,Male,50-64,Other,Democrat,Total,Total,0,3
28,NE,31055,Male,50-64,Other,No Party Affiliation,Total,Total,0,2
28,NE,31055,Male,50-64,Other,Republican,Total,Total,0,2
28,NE,31055,Male,65+,Asian,Democrat,Total,Total,0,6
28,NE,31055,Male,65+,Asian,No Party Affiliation,Total,Total,0,2
28,NE,31055,Male,65+,Asian,Other/Unknown,Total,Total,1,0
28,NE,31055,Male,65+,Asian,Republican,Total,Total,0,4
28,NE,31055,Male,65+,Black,Democrat,Total,Total,6,47
28,NE,31055,Male,65+,Black,No Party Affiliation,Total,Total,2,5
28,NE,31055,Male,65+,Black,Republican,Total,Total,4,14
28,NE,31055,Male,65+,Caucasian,Democrat,Total,Total,53,437
28,NE,31055,Male,65+,Caucasian,No Party Affiliation,Total,Total,41,177
28,NE,31055,Male,65+,Caucasian,Other/Unknown,Total,Total,6,3
28,NE,31055,Male,65+,Caucasian,Republican,Total,Total,122,460
28,NE,31055,Male,65+,Hispanic,Democrat,Total,Total,6,13
28,NE,31055,Male,65+,Hispanic,No Party Affiliation,Total,Total,1,4
28,NE,31055,Male,65+,Hispanic,Republican,Total,Total,2,5
28,NE,31055,Male,65+,Other,Democrat,Total,Total,0,1
28,NE,31055,Male,65+,Other,Republican,Total,Total,0,2
28,NE,31055,Male,Unknown,Asian,Other/Unknown,Total,Total,1,0
28,NE,31055,Unknown,18-21,Black,Democrat,Total,Total,1,1
28,NE,31055,Unknown,18-21,Black,No Party Affiliation,Total,Total,2,0
28,NE,31055,Unknown,18-21,Black,Republican,Total,Total,1,0
28,NE,31055,Unknown,18-21,Caucasian,Democrat,Total,Total,6,5
28,NE,31055,Unknown,18-21,Caucasian,No Party Affiliation,Total,Total,4,6
28,NE,31055,Unknown,18-21,Caucasian,Republican,Total,Total,2,0
28,NE,31055,Unknown,18-21,Hispanic,Democrat,Total,Total,2,1
28,NE,31055,Unknown,18-21,Other,Republican,Total,Total,1,0
28,NE,31055,Unknown,22-29,Black,Democrat,Total,Total,1,5
28,NE,31055,Unknown,22-29,Black,Other/Unknown,Total,Total,1,0
28,NE,31055,Unknown,22-29,Black,Republican,Total,Total,1,1
28,NE,31055,Unknown,22-29,Caucasian,Democrat,Total,Total,3,7
28,NE,31055,Unknown,22-29,Caucasian,No Party Affiliation,Total,Total,0,1
28,NE,31055,Unknown,22-29,Caucasian,Republican,Total,Total,1,0
28,NE,31055,Unknown,30-39,Black,Democrat,Total,Total,1,1
28,NE,31055,Unknown,30-39,Caucasian,Democrat,Total,Total,0,1
28,NE,31055,Unknown,30-39,Caucasian,No Party Affiliation,Total,Total,1,0
28,NE,31055,Unknown,30-39,Caucasian,Other/Unknown,Total,Total,1,0
28,NE,31055,Unknown,30-39,Hispanic,Democrat,Total,Total,1,0
28,NE,31055,Unknown,30-39,Hispanic,No Party Affiliation,Total,Total,0,1
28,NE,31055,Unknown,40-49,Asian,No Party Affiliation,Total,Total,0,1
28,NE,31055,Unknown,40-49,Black,Democrat,Total,Total,1,1
28,NE,31055,Unknown,40-49,Black,No Party Affiliation,Total,Total,3,2
28,NE,31055,Unknown,40-49,Caucasian,No Party Affiliation,Total,Total,1,3
28,NE,31055,Unknown,50-64,Caucasian,Democrat,Total,Total,0,2
28,NE,31055,Unknown,65+,Caucasian,Democrat,Total,Total,0,2
28,NE,31055,Unknown,65+,Hispanic,Democrat,Total,Total,1,0
29,NE,31055,Female,18-21,Asian,Democrat,Total,Total,0,1
29,NE,31055,Female,18-21,Black,Democrat,Total,Total,6,7
29,NE,31055,Female,18-21,Black,No Party Affiliation,Total,Total,2,3
29,NE,31055,Female,18-21,Black,Other/Unknown,Total,Total,1,1
29,NE,31055,Female,18-21,Caucasian,Democrat,Total,Total,34,83
29,NE,31055,Female,18-21,Caucasian,No Party Affiliation,Total,Total,17,25
29,NE,31055,Female,18-21,Caucasian,Other/Unknown,Total,Total,1,0
29,NE,31055,Female,18-21,Caucasian,Republican,Total,Total,17,10
29,NE,31055,Female,18-21,Hispanic,Democrat,Total,Total,1,2
29,NE,31055,Female,18-21,Hispanic,No Party Affiliation,Total,Total,0,3
29,NE,31055,Female,18-21,Hispanic,Other/Unknown,Total,Total,1,0
29,NE,31055,Female,18-21,Hispanic,Republican,Total,Total,0,1
29,NE,31055,Female,22-29,Asian,Democrat,Total,Total,1,6
29,NE,31055,Female,22-29,Asian,No Party Affiliation,Total,Total,1,1
29,NE,31055,Female,22-29,Black,Democrat,Total,Total,11,13
29,NE,31055,Female,22-29,Black,No Party Affiliation,Total,Total,1,7
29,NE,31055,Female,22-29,Black,Republican,Total,Total,1,5
29,NE,31055,Female,22-29,Caucasian,Democrat,Total,Total,76,171
29,NE,31055,Female,22-29,Caucasian,No Party Affiliation,Total,Total,34,46
29,NE,31055,Female,22-29,Caucasian,Other/Unknown,Total,Total,1,5
29,NE,31055,Female,22-29,Caucasian,Republican,Total,Total,40,50
29,NE,31055,Female,22-29,Hispanic,Democrat,Total,Total,6,11
29,NE,31055,Female,22-29,Hispanic,No Party Affiliation,Total,Total,0,5
29,NE,31055,Female,22-29,Hispanic,Other/Unknown,Total,Total,0,2
29,NE,31055,Female,22-29,Hispanic,Republican,Total,Total,1,1
29,NE,31055,Female,22-29,Other,Democrat,Total,Total,1,2
29,NE,31055,Female,22-29,Other,No Party Affiliation,Total,Total,1,0
29,NE,31055,Female,30-39,Asian,Democrat,Total,Total,2,3
29,NE,31055,Female,30-39,Asian,Republican,Total,Total,2,2
29,NE,31055,Female,30-39,Black,Democrat,Total,Total,19,33
29,NE,31055,Female,30-39,Black,No Party Affiliation,Total,Total,4,8
29,NE,31055,Female,30-39,Black,Republican,Total,Total,5,6
29,NE,31055,Female,30-39,Caucasian,Democrat,Total,Total,113,366
29,NE,31055,Female,30-39,Caucasian,No Party Affiliation,Total,Total,57,110
29,NE,31055,Female,30-39,Caucasian,Other/Unknown,Total,Total,9,7
29,NE,31055,Female,30-39,Caucasian,Republican,Total,Total,53,82
29,NE,31055,Female,30-39,Hispanic,Democrat,Total,Total,8,18
29,NE,31055,Female,30-39,Hispanic,No Party Affiliation,Total,Total,6,5
29,NE,31055,Female,30-39,Hispanic,Other/Unknown,Total,Total,1,0
29,NE,31055,Female,30-39,Hispanic,Republican,Total,Total,2,2
29,NE,31055,Female,30-39,Other,Democrat,Total,Total,1,3
29,NE,31055,Female,30-39,Other,No Party Affiliation,Total,Total,1,5
29,NE,31055,Female,40-49,Asian,Democrat,Total,Total,2,9
29,NE,31055,Female,40-49,Asian,No Party Affiliation,Total,Total,1,0
29,NE,31055,Female,40-49,Asian,Republican,Total,Total,0,3
29,NE,31055,Female,40-49,Black,Democrat,Total,Total,14,51
29,NE,31055,Female,40-49,Black,No Party Affiliation,Total,Total,5,5
29,NE,31055,Female,40-49,Black,Republican,Total,Total,0,6
29,NE,31055,Female,40-49,Caucasian,Democrat,Total,Total,78,342
29,NE,31055,Female,40-49,Caucasian,No Party Affiliation,Total,Total,49,135
29,NE,31055,Female,40-49,Caucasian,Other/Unknown,Total,Total,4,6
29,NE,31055,Female,40-49,Caucasian,Republican,Total,Total,62,97
29,NE,31055,Female,40-49,Hispanic,Democrat,Total,Total,6,11
29,NE,31055,Female,40-49,Hispanic,No Party Affiliation,Total,Total,1,4
29,NE,31055,Female,40-49,Hispanic,Other/Unknown,Total,Total,0,1
29,NE,31055,Female,40-49,Hispanic,Republican,Total,Total,1,4
29,NE,31055,Female,40-49,Other,Democrat,Total,Total,0,3
29,NE,31055,Female,40-49,Other,No Party Affiliation,Total,Total,2,2
29,NE,31055,Female,40-49,Other,Republican,Total,Total,1,1
29,NE,31055,Female,50-64,Asian,Democrat,Total,Total,4,6
29,NE,31055,Female,50-64,Asian,No Party Affiliation,Total,Total,0,3
29,NE,31055,Female,50-64,Asian,Republican,Total,Total,0,2
29,NE,31055,Female,50-64,Black,Democrat,Total,Total,37,123
29,NE,31055,Female,50-64,Black,No Party Affiliation,Total,Total,2,18
29,NE,31055,Female,50-64,Black,Other/Unknown,Total,Total,1,0
29,NE,31055,Female,50-64,Black,Republican,Total,Total,8,16
29,NE,31055,Female,50-64,Caucasian,Democrat,Total,Total,127,853
29,NE,31055,Female,50-64,Caucasian,No Party Affiliation,Total,Total,76,259
29,NE,31055,Female,50-64,Caucasian,Other/Unknown,Total,Total,4,10
29,NE,31055,Female,50-64,Caucasian,Republican,Total,Total,147,439
29,NE,31055,Female,50-64,Hispanic,Democrat,Total,Total,5,24
29,NE,31055,Female,50-64,Hispanic,No Party Affiliation,Total,Total,1,7
29,NE,31055,Female,50-64,Hispanic,Other/Unknown,Total,Total,1,0
29,NE,31055,Female,50-64,Hispanic,Republican,Total,Total,2,5
29,NE,31055,Female,50-64,Other,Democrat,Total,Total,2,4
29,NE,31055,Female,50-64,Other,No Party Affiliation,Total,Total,1,0
29,NE,31055,Female,65+,Asian,Democrat,Total,Total,1,11
29,NE,31055,Female,65+,Asian,Republican,Total,Total,2,4
29,NE,31055,Female,65+,Black,Democrat,Total,Total,16,174
29,NE,31055,Female,65+,Black,No Party Affiliation,Total,Total,2,18
29,NE,31055,Female,65+,Black,Republican,Total,Total,3,23
29,NE,31055,Female,65+,Caucasian,Democrat,Total,Total,105,1173
29,NE,31055,Female,65+,Caucasian,No Party Affiliation,Total,Total,39,260
29,NE,31055,Female,65+,Caucasian,Other/Unknown,Total,Total,12,7
29,NE,31055,Female,65+,Caucasian,Republican,Total,Total,169,840
29,NE,31055,Female,65+,Hispanic,Democrat,Total,Total,4,30
29,NE,31055,Female,65+,Hispanic,No Party Affiliation,Total,Total,1,7
29,NE,31055,Female,65+,Hispanic,Republican,Total,Total,0,18
29,NE,31055,Female,65+,Other,Democrat,Total,Total,0,6
29,NE,31055,Female,65+,Other,No Party Affiliation,Total,Total,0,3
29,NE,31055,Female,65+,Other,Republican,Total,Total,0,7
29,NE,31055,Female,Unknown,Caucasian,Other/Unknown,Total,Total,1,1
29,NE,31055,Male,18-21,Asian,Democrat,Total,Total,1,2
29,NE,31055,Male,18-21,Asian,No Party Affiliation,Total,Total,0,1
29,NE,31055,Male,18-21,Black,Democrat,Total,Total,2,12
29,NE,31055,Male,18-21,Black,No Party Affiliation,Total,Total,1,3
29,NE,31055,Male,18-21,Black,Other/Unknown,Total,Total,1,1
29,NE,31055,Male,18-21,Black,Republican,Total,Total,0,3
29,NE,31055,Male,18-21,Caucasian,Democrat,Total,Total,16,46
29,NE,31055,Male,18-21,Caucasian,No Party Affiliation,Total,Total,10,27
29,NE,31055,Male,18-21,Caucasian,Other/Unknown,Total,Total,5,3
29,NE,31055,Male,18-21,Caucasian,Republican,Total,Total,14,26
29,NE,31055,Male,18-21,Hispanic,Democrat,Total,Total,2,1
29,NE,31055,Male,18-21,Hispanic,No Party Affiliation,Total,Total,0,2
29,NE,31055,Male,18-21,Hispanic,Republican,Total,Total,1,2
29,NE,31055,Male,18-21,Other,Democrat,Total,Total,0,1
29,NE,31055,Male,22-29,Asian,Democrat,Total,Total,2,1
29,NE,31055,Male,22-29,Asian,No Party Affiliation,Total,Total,1,0
29,NE,31055,Male,22-29,Asian,Republican,Total,Total,1,2
29,NE,31055,Male,22-29,Black,Democrat,Total,Total,5,13
29,NE,31055,Male,22-29,Black,No Party Affiliation,Total,Total,5,3
29,NE,31055,Male,22-29,Black,Republican,Total,Total,0,1
29,NE,31055,Male,22-29,Caucasian,Democrat,Total,Total,40,135
29,NE,31055,Male,22-29,Caucasian,No Party Affiliation,Total,Total,32,68
29,NE,31055,Male,22-29,Caucasian,Other/Unknown,Total,Total,1,7
29,NE,31055,Male,22-29,Caucasian,Republican,Total,Total,20,38
29,NE,31055,Male,22-29,Hispanic,Democrat,Total,Total,8,9
29,NE,31055,Male,22-29,Hispanic,No Party Affiliation,Total,Total,2,7
29,NE,31055,Male,22-29,Hispanic,Other/Unknown,Total,Total,1,0
29,NE,31055,Male,22-29,Hispanic,Republican,Total,Total,1,4
29,NE,31055,Male,22-29,Other,Democrat,Total,Total,0,2
29,NE,31055,Male,22-29,Other,No Party Affiliation,Total,Total,1,0
29,NE,31055,Male,22-29,Other,Other/Unknown,Total,Total,0,1
29,NE,31055,Male,22-29,Other,Republican,Total,Total,0,1
29,NE,31055,Male,30-39,Asian,Democrat,Total,Total,1,7
29,NE,31055,Male,30-39,Asian,No Party Affiliation,Total,Total,2,2
29,NE,31055,Male,30-39,Asian,Republican,Total,Total,0,2
29,NE,31055,Male,30-39,Black,Democrat,Total,Total,12,29
29,NE,31055,Male,30-39,Black,No Party Affiliation,Total,Total,4,9
29,NE,31055,Male,30-39,Black,Other/Unknown,Total,Total,0,2
29,NE,31055,Male,30-39,Black,Republican,Total,Total,4,3
29,NE,31055,Male,30-39,Caucasian,Democrat,Total,Total,84,282
29,NE,31055,Male,30-39,Caucasian,No Party Affiliation,Total,Total,55,144
29,NE,31055,Male,30-39,Caucasian,Other/Unknown,Total,Total,6,11
29,NE,31055,Male,30-39,Caucasian,Republican,Total,Total,57,85
29,NE,31055,Male,30-39,Hispanic,Democrat,Total,Total,3,12
29,NE,31055,Male,30-39,Hispanic,No Party Affiliation,Total,Total,2,8
29,NE,31055,Male,30-39,Hispanic,Other/Unknown,Total,Total,0,1
29,NE,31055,Male,30-39,Hispanic,Republican,Total,Total,2,2
29,NE,31055,Male,30-39,Other,Democrat,Total,Total,0,1
29,NE,31055,Male,30-39,Other,No Party Affiliation,Total,Total,1,1
29,NE,31055,Male,40-49,Asian,Democrat,Total,Total,1,7
29,NE,31055,Male,40-49,Asian,No Party Affiliation,Total,Total,0,1
29,NE,31055,Male,40-49,Asian,Republican,Total,Total,1,1
29,NE,31055,Male,40-49,Black,Democrat,Total,Total,7,29
29,NE,31055,Male,40-49,Black,No Party Affiliation,Total,Total,5,9
29,NE,31055,Male,40-49,Black,Other/Unknown,Total,Total,0,1
29,NE,31055,Male,40-49,Black,Republican,Total,Total,3,2
29,NE,31055,Male,40-49,Caucasian,Democrat,Total,Total,66,267
29,NE,31055,Male,40-49,Caucasian,No Party Affiliation,Total,Total,49,167
29,NE,31055,Male,40-49,Caucasian,Other/Unknown,Total,Total,3,8
29,NE,31055,Male,40-49,Caucasian,Republican,Total,Total,60,120
29,NE,31055,Male,40-49,Hispanic,Democrat,Total,Total,4,10
29,NE,31055,Male,40-49,Hispanic,No Party Affiliation,Total,Total,0,3
29,NE,31055,Male,40-49,Hispanic,Republican,Total,Total,1,4
29,NE,31055,Male,40-49,Other,Democrat,Total,Total,1,3
29,NE,31055,Male,40-49,Other,Republican,Total,Total,1,1
29,NE,31055,Male,50-64,Asian,Democrat,Total,Total,1,4
29,NE,31055,Male,50-64,Asian,No Party Affiliation,Total,Total,3,8
29,NE,31055,Male,50-64,Asian,Republican,Total,Total,0,1
